primarySlug,longitude,latitude,postalCode
am-princesse,4.3889265,50.8528536,1030
il-covo,4.3644857,50.84869,1000
lequinoxe,4.3587427,50.8457678,1000
booboo-cakes,4.3782268,50.8357688,1050
godo-bistrot-pizzeria-bar,4.3731433,50.8408834,1000
snack-tout-pres,4.3608833,50.851547,1000
le-laakam,4.3657552,50.8364249,1050
tasty-pizza-1030,4.3908716,50.8529949,1030
hawaiian-poke-bowl-bruxelles-1,4.3738636,50.8407464,1000
bad-by-la-parisienne,4.3559617,50.8334341,1060
sandwiched,4.3568671,50.8478189,1000
snack-dag,4.3796936,50.8591069,1030
snack-memo-chez-feyyaz,4.371001,50.860157,1030
snack-tarik,4.3721496,50.8701943,1030
ebenezer,4.379727,50.8293767,1050
tekince-kebap-pizza,4.3701779,50.8587167,1030
la-bella-puglia,4.3885769,50.833067,1040
wazawok-city-2,4.3579242,50.854536,1000
poke-bar,4.3827006,50.8368064,1040
yorker,4.361143,50.8376184,1050
il-buongustaio-bruxelles,4.3746849,50.8435933,1040
otacos-docks,4.3730967,50.8793322,1000
veganwaf,4.354391,50.8464514,1000
eastwest,4.3532288,50.8426213,1000
snack-bodrum-bruxelles,4.4083082,50.84294,1200
au-chapati,4.373023,50.847351,1210
tokyo-roll-new,4.3997054,50.8246334,1160
chamas-tacos-bxl-1,4.355169,50.8486612,1000
snack-marmaris-schaerbeek-1,4.3671369,50.8618457,1030
has-pide,4.3699121,50.8582054,1030
tamtam-gourmand,4.3655742,50.8369032,1050
la-duga,4.3673267,50.8501804,1000
tandoori-land-bruxelles,4.3651355,50.8366637,1050
ozawa,4.3537184,50.8628446,1000
sapporo-shi-sushi-ramen-bar,4.3639413,50.8483721,1000
snack-gerard-new,4.4004032,50.8405952,1040
petales-de-rose,4.392387,50.8560089,1030
snack-delice-st-michel,4.3554927,50.8519286,1000
partnership-support-be,4.4267091,50.8520382,1200
waikiki-poke-bar,4.3541874,50.8488941,1000
woodiz-porte-de-namur,4.3655133,50.836357,1050
burgerstreet-original-smashed,4.3848051,50.8575766,1030
fratellos-sc,4.4003043,50.8559602,1030
slada-bruxelles,4.3554746,50.855727,1000
el-pulgarcito,4.3994603,50.8365883,1040
pizza-express-bruxelles,4.3751637,50.8709368,1030
burger-factory-bruxelles,4.3710256,50.84949,1210
greekit-house-of-souvlaki,4.3775984,50.8455961,1000
chicken-factory-bruxelles,4.3710256,50.84949,1210
slada-laeken,4.3485478,50.8709862,1020
starbucks-schuman,4.382156,50.84276,1040
manhattan-sushi,4.3882042,50.8457285,1000
kaza,4.3788859,50.8762053,1030
le-prince-downtown-new,4.3531698,50.8487352,1000
la-cite-du-dragon,4.3746755,50.800436,1180
chikyy,4.3709083,50.8361031,1050
meli-mely,4.3995761,50.8554279,1030
starbucks-gare-du-nordnoord,4.3610623,50.8602797,1210
wingsstreet-schaerbeek,4.3848051,50.8575766,1030
snack-la-couronne,4.3786763,50.8297666,1050
latelier-a-pizza-helmet,4.389446,50.8752315,1030
kfc-brussels,4.3578964,50.8551088,1000
sushi-world-bruxelles,4.3670471,50.8497791,1000
starbucks-montgomery,4.4098591,50.8373976,1150
einab-syrian-sweets,4.3534435,50.8473113,1000
yann-culinary,4.3839638,50.845223,1000
snack-emirdag-rogier,4.3676555,50.8617171,1030
le-mezze-chez-firas,4.3797687,50.8499175,1000
time-break,4.4015061,50.8485946,1030
met-jeanine,4.3873093,50.836394,1040
corner-churros,4.3836746,50.84942,1000
caleo-cafe,4.3660869,50.8358051,1050
nawab-restaurant,4.3835191,50.8443336,1000
the-public-house-12-ixelles,4.3681528,50.8380893,1050
chez-bibo,4.3744582,50.8584814,1030
tonton-chami-madou,4.3737382,50.8496011,1210
snack-nador,4.3511538,50.8526721,1000
ocheese-saint-josse-ten-noode,4.3744347,50.8528502,1210
aragon,4.3905735,50.8470511,1000
hawaiian-poke-bowl-arenberg,4.3570805,50.8479641,1000
starbucks-rogier,4.359308,50.85535,1210
shaky-burger,4.3783707,50.8526851,1210
oakberry,4.3820352,50.8400834,1040
pizza-liloo,4.3867319,50.8327665,1040
onder-pide-new,4.374166,50.8582148,1030
sushi-house-2,4.391925,50.816666,1050
bombay-inn,4.3533476,50.8486769,1000
asya-pizzaria,4.3733986,50.8529898,1210
snack-aladdin,4.3740091,50.8330455,1050
la-riviera-bruxelles,4.3844286,50.8445235,1000
al-carso,4.41091,50.8435613,1200
poulet-servisss,4.3685833,50.8557255,1210
bns,4.3757999,50.8485676,1210
snack-sympa,4.3661102,50.8365798,1050
napoli-da-leonardo-1,4.3884612,50.8542273,1030
pizzevia-ciao-ciao,4.3771332,50.8731265,1030
miyako,4.3866768,50.8376348,1040
star-of-asia-1,4.3724794,50.8380471,1050
pizza-alba,4.414599,50.8595982,1140
il-veliero,4.3825068,50.8365436,1040
shezan,4.367369,50.8365056,1050
orchidee-rose,4.3472968,50.8484318,1000
atlasresto,4.3623686,50.8595094,1030
mumtaz,4.365068,50.8369908,1050
konya,4.3688113,50.8551593,1210
rio-sushi-1200,4.4126003,50.8439714,1200
yama-sushi-woluwe-saint-lambert,4.4162828,50.8446072,1200
la-sardegna,4.3739435,50.8482825,1210
le-paradis-du-liban,4.3980574,50.8389983,1040
pizzeria-istanbul-schaerbeek,4.3758645,50.8665692,1030
tom-yam-bruxelles,4.38383,50.8186021,1050
